Nitrogen_mg_kg,Phosphorus_mg_kg,Potassium_mg_kg,pH_Level,Temperature_C,Rainfall_mm,Recommended_Fertilizer
305.68,61.27,258.48,5.56,44.0,792.5,Standard Balanced NPK
144.27,46.1,419.91,7.6,28.2,938.8,Urea (High N)
335.46,33.64,137.35,6.82,29.6,944.5,MOP (High K)
399.47,65.74,91.05,5.96,23.4,1009.0,MOP (High K)
100.72,48.84,198.25,5.77,30.3,905.7,Standard Balanced NPK
396.64,34.29,225.0,8.68,19.5,668.3,Gypsum & DAP
287.43,13.22,187.82,8.6,35.1,855.3,Gypsum & DAP
100.84,72.16,110.86,6.81,15.7,1320.0,Standard Balanced NPK
221.02,7.66,162.88,5.66,22.1,1309.7,Standard Balanced NPK
114.34,69.74,357.03,4.96,21.2,1181.6,Lime & Urea
330.14,32.0,223.67,5.2,43.1,679.8,Lime & Urea
353.55,52.95,334.65,6.85,19.3,1200.4,Standard Balanced NPK
92.32,74.16,291.34,5.89,41.7,643.0,Urea (High N)
252.46,16.38,297.07,4.69,18.7,1029.7,Lime & Urea
375.85,47.52,161.85,6.55,34.5,894.4,Standard Balanced NPK
424.47,62.33,284.69,7.86,24.6,520.0,Standard Balanced NPK
255.41,61.82,60.62,8.51,24.5,734.0,Gypsum & DAP
430.11,44.42,244.28,7.13,44.9,1262.5,Standard Balanced NPK
264.28,51.86,307.68,7.75,21.8,1377.9,Standard Balanced NPK
207.68,61.81,131.9,6.14,21.1,387.4,MOP (High K)
389.28,68.08,165.45,6.73,32.7,738.7,Standard Balanced NPK
247.19,62.14,148.79,7.78,37.2,706.9,MOP (High K)
238.76,31.55,81.75,7.77,44.5,784.6,MOP (High K)
246.12,79.75,206.54,6.41,36.0,1467.3,Standard Balanced NPK
388.71,37.59,490.53,6.95,31.9,826.2,Standard Balanced NPK
382.78,6.83,209.25,8.66,27.3,1262.1,Gypsum & DAP
211.41,32.2,257.24,7.34,32.9,1029.5,Standard Balanced NPK
183.32,14.58,343.89,7.39,33.0,250.1,Standard Balanced NPK
246.77,14.11,341.82,8.03,21.5,1073.9,DAP (High P)
279.11,26.12,477.45,5.02,35.1,1005.9,Lime & Urea
145.33,9.0,435.9,6.85,21.1,1161.9,Standard Balanced NPK
367.58,56.64,407.28,8.82,29.7,204.2,Gypsum & DAP
244.59,10.55,478.23,6.13,22.8,437.8,DAP (High P)
183.62,20.25,153.84,5.83,24.4,1177.0,Standard Balanced NPK
92.73,11.97,327.67,7.21,33.4,618.9,Standard Balanced NPK
145.54,9.74,449.24,5.5,16.9,1375.1,Lime & Urea
429.71,25.08,330.86,7.0,15.4,824.7,Standard Balanced NPK
172.04,47.89,489.84,5.2,18.9,101.4,Lime & Urea
117.54,77.35,95.16,7.11,20.1,1078.4,Standard Balanced NPK
234.27,70.67,247.7,7.21,20.9,818.8,Standard Balanced NPK
172.84,70.7,489.81,6.38,38.2,543.9,Standard Balanced NPK
64.06,18.21,220.81,6.22,28.4,128.6,Standard Balanced NPK
179.26,24.87,382.8,5.6,29.1,378.2,Standard Balanced NPK
267.64,10.73,63.68,5.99,34.3,326.2,Standard Balanced NPK
270.68,63.39,362.68,6.74,36.9,916.0,Standard Balanced NPK
192.62,10.24,470.58,5.61,15.1,1177.4,Standard Balanced NPK
228.92,46.75,222.22,8.02,40.7,428.4,Standard Balanced NPK
436.21,23.59,59.58,7.69,44.7,1076.8,Standard Balanced NPK
200.94,23.26,62.56,5.71,18.7,1359.8,Standard Balanced NPK
153.29,79.3,451.41,4.94,34.5,970.2,Lime & Urea
147.39,61.76,375.13,4.5,15.1,1185.9,Lime & Urea
233.11,67.77,98.01,7.19,16.5,385.9,MOP (High K)
353.81,47.9,74.57,5.45,23.6,204.9,Lime & Urea
132.4,70.33,412.17,4.56,40.4,611.5,Lime & Urea
333.72,53.41,414.44,6.12,34.6,1092.6,Standard Balanced NPK
58.46,75.96,104.23,8.83,28.4,1060.5,Gypsum & DAP
217.57,26.1,185.68,7.6,28.2,1437.1,Standard Balanced NPK
360.35,49.65,401.01,8.36,29.0,982.0,Standard Balanced NPK
185.49,56.76,286.44,5.15,24.3,675.8,Lime & Urea
275.49,34.47,480.46,4.83,41.3,1216.0,Lime & Urea
131.99,70.98,266.48,4.55,32.0,314.3,Lime & Urea
346.8,78.49,354.63,8.8,29.5,1238.2,Gypsum & DAP
70.91,42.03,279.4,5.85,29.0,612.3,Urea (High N)
391.02,34.3,474.33,6.57,43.1,315.6,Standard Balanced NPK
129.28,40.4,229.4,6.28,36.7,327.0,Urea (High N)
399.76,68.96,153.41,7.79,19.3,1477.0,Standard Balanced NPK
191.01,53.41,196.99,5.89,28.1,972.5,Standard Balanced NPK
339.07,8.36,433.75,6.91,23.7,344.0,DAP (High P)
177.69,45.66,274.07,8.98,44.6,476.0,Gypsum & DAP
412.36,6.3,209.41,6.5,27.5,620.9,DAP (High P)
100.65,63.39,294.92,6.98,17.0,178.3,Urea (High N)
121.41,29.62,109.95,6.76,27.3,251.8,Standard Balanced NPK
247.21,40.4,52.41,8.11,24.6,1166.5,MOP (High K)
82.78,64.9,176.26,5.7,33.0,1201.6,Standard Balanced NPK
128.39,8.48,322.25,5.27,21.8,1483.5,Lime & Urea
427.51,16.89,370.26,7.89,16.1,194.6,DAP (High P)
440.6,34.85,421.97,6.37,17.9,1344.9,Standard Balanced NPK
200.5,22.24,467.0,8.61,23.5,544.1,Gypsum & DAP
419.31,30.34,235.45,7.4,25.4,559.0,Standard Balanced NPK
267.93,79.86,383.23,7.04,40.0,278.2,Standard Balanced NPK
157.9,66.91,83.6,4.82,23.1,1480.8,Lime & Urea
330.96,71.29,75.89,7.79,15.9,1473.4,MOP (High K)
313.56,75.28,106.16,7.59,38.4,1310.8,MOP (High K)
445.65,30.57,251.86,7.38,41.1,227.1,Standard Balanced NPK
156.02,27.28,145.08,5.71,29.8,1278.3,Standard Balanced NPK
318.82,22.55,179.12,8.76,23.5,988.5,Gypsum & DAP
70.81,67.26,341.55,5.95,38.2,280.3,Urea (High N)
95.46,55.97,211.33,5.19,15.3,466.5,Lime & Urea
51.57,22.71,300.82,8.94,42.7,1064.9,Gypsum & DAP
449.78,33.27,235.58,7.86,41.0,1224.8,Standard Balanced NPK
370.91,43.0,126.04,6.37,31.3,1287.3,MOP (High K)
364.69,44.61,83.31,8.71,23.3,861.4,Gypsum & DAP
253.89,71.65,156.3,4.91,16.0,848.5,Lime & Urea
170.03,33.54,75.97,4.89,45.0,1057.9,Lime & Urea
110.51,73.14,328.38,7.57,37.9,1188.8,Urea (High N)
163.87,38.1,408.07,5.3,25.2,338.8,Lime & Urea
200.39,60.98,202.88,8.63,15.6,1135.8,Gypsum & DAP
352.52,74.77,224.2,8.28,34.2,578.4,Standard Balanced NPK
265.86,73.07,417.29,5.88,44.6,637.3,Standard Balanced NPK
80.99,9.27,150.18,8.5,36.2,208.8,Standard Balanced NPK
57.21,20.43,103.62,4.69,17.5,923.8,Lime & Urea
90.93,40.77,275.5,6.97,27.1,230.8,Urea (High N)
214.2,37.37,340.79,8.71,18.3,1378.4,Gypsum & DAP
423.28,53.07,319.84,8.35,42.4,969.4,Standard Balanced NPK
304.96,75.85,371.24,6.1,24.9,1486.4,Standard Balanced NPK
370.73,13.43,75.54,5.32,37.0,443.9,Lime & Urea
236.55,38.89,242.69,5.45,17.5,1051.4,Lime & Urea
194.67,19.43,157.36,6.82,18.9,1450.2,Standard Balanced NPK
93.36,72.06,391.6,7.19,35.4,518.0,Urea (High N)
400.37,77.34,442.73,4.65,40.3,234.9,Lime & Urea
363.26,40.9,176.6,6.36,21.0,987.6,Standard Balanced NPK
117.25,12.8,92.85,8.24,27.6,612.5,Complex NPK (19:19:19)
254.9,63.9,164.04,6.5,33.6,482.3,Standard Balanced NPK
244.95,57.29,96.8,5.26,38.9,1491.0,Lime & Urea
300.04,31.6,195.09,8.8,33.8,1155.8,Gypsum & DAP
428.47,71.56,292.19,5.7,17.9,779.6,Standard Balanced NPK
281.91,78.19,488.16,8.09,31.3,170.0,Standard Balanced NPK
266.09,46.84,229.72,5.37,41.5,368.3,Lime & Urea
70.13,47.43,149.02,6.4,41.0,518.3,Standard Balanced NPK
75.16,27.31,125.06,6.71,32.6,782.1,Standard Balanced NPK
124.94,48.84,127.87,6.75,44.9,796.1,Standard Balanced NPK
62.99,37.97,136.67,6.82,18.2,134.6,Standard Balanced NPK
347.34,27.66,393.02,5.51,29.4,1420.7,Standard Balanced NPK
339.33,10.04,77.46,6.82,38.3,859.9,Standard Balanced NPK
104.42,23.95,498.83,6.67,19.2,127.6,Standard Balanced NPK
384.43,19.84,285.21,5.44,44.2,1081.9,Lime & Urea
111.91,45.65,294.92,8.95,25.6,199.9,Gypsum & DAP
170.47,50.13,210.9,8.4,25.5,1109.6,Standard Balanced NPK
149.59,50.64,360.61,8.49,21.4,1082.1,Urea (High N)
198.92,34.11,262.16,7.59,23.6,1478.9,Standard Balanced NPK
151.87,36.59,198.08,5.22,32.3,578.9,Lime & Urea
245.58,67.57,169.31,7.06,27.9,302.1,Standard Balanced NPK
212.96,40.72,466.54,8.2,20.8,228.6,Standard Balanced NPK
444.63,79.08,180.95,4.67,39.3,200.4,Lime & Urea
72.37,37.97,246.38,6.73,16.9,1234.5,Urea (High N)
106.87,53.72,207.65,6.28,40.0,1106.0,Urea (High N)
71.13,8.78,88.78,5.45,23.2,1466.3,Lime & Urea
300.34,54.0,133.67,6.2,29.9,532.9,MOP (High K)
71.8,68.86,135.28,8.93,26.4,1224.3,Gypsum & DAP
384.58,75.68,362.14,7.75,32.1,230.2,Standard Balanced NPK
254.78,79.8,232.96,5.85,38.9,1365.4,Standard Balanced NPK
260.8,26.16,401.89,7.22,44.7,172.6,Standard Balanced NPK
274.64,48.15,369.03,5.61,24.2,1203.0,Standard Balanced NPK
118.33,38.8,136.42,7.25,31.6,530.3,Standard Balanced NPK
129.08,47.29,303.31,8.53,29.0,353.7,Gypsum & DAP
177.53,16.81,384.31,7.01,45.0,1086.3,Standard Balanced NPK
287.4,69.21,334.87,7.8,39.3,1354.2,Standard Balanced NPK
134.05,73.22,320.01,6.54,26.9,1169.8,Urea (High N)
96.53,38.72,382.82,6.86,29.3,538.3,Urea (High N)
438.05,26.03,75.55,7.63,22.4,595.0,Standard Balanced NPK
58.79,15.56,379.14,8.16,37.7,365.0,Standard Balanced NPK
371.08,56.28,172.69,7.47,40.4,1253.7,Standard Balanced NPK
365.21,28.42,307.34,8.9,43.9,249.9,Gypsum & DAP
168.89,73.22,159.04,8.19,32.0,1364.5,Standard Balanced NPK
104.25,55.33,427.47,8.0,35.1,941.6,Urea (High N)
108.25,53.43,266.25,8.3,28.4,924.4,Urea (High N)
328.97,46.96,339.32,5.77,33.3,1273.0,Standard Balanced NPK
307.12,8.43,407.34,6.44,25.5,1034.5,DAP (High P)
363.1,74.89,452.89,7.04,37.1,525.9,Standard Balanced NPK
424.99,52.1,379.43,6.58,15.7,589.3,Standard Balanced NPK
326.77,79.55,116.95,8.31,15.9,342.3,MOP (High K)
112.34,45.3,434.54,4.62,36.5,749.7,Lime & Urea
147.38,58.26,328.36,5.44,42.9,254.2,Lime & Urea
386.88,9.22,324.25,8.47,34.0,1014.3,DAP (High P)
133.72,52.38,464.6,4.77,36.8,336.9,Lime & Urea
79.01,62.35,161.97,5.52,39.7,1309.5,Standard Balanced NPK
331.31,63.39,157.81,6.08,25.9,1080.6,Standard Balanced NPK
211.01,62.76,280.94,7.88,18.2,1348.1,Standard Balanced NPK
418.02,21.97,387.89,7.02,43.0,221.8,Standard Balanced NPK
310.1,78.15,251.26,8.8,43.2,1217.9,Gypsum & DAP
86.17,79.64,335.25,5.53,28.3,1333.1,Urea (High N)
429.14,10.67,253.64,8.42,21.5,162.4,DAP (High P)
153.42,75.23,324.67,5.77,41.8,1498.7,Standard Balanced NPK
184.88,26.71,420.02,5.6,36.3,520.9,Standard Balanced NPK
210.9,56.7,131.21,6.74,15.2,396.4,MOP (High K)
70.49,30.36,362.92,4.82,18.2,680.9,Lime & Urea
248.61,77.58,404.34,6.23,44.5,112.1,Standard Balanced NPK
99.33,12.61,251.2,6.1,16.1,1340.3,Standard Balanced NPK
210.39,42.33,195.46,5.22,23.5,475.9,Lime & Urea
190.28,37.1,56.09,8.37,31.5,830.2,Standard Balanced NPK
359.14,29.45,408.7,6.24,20.5,973.0,Standard Balanced NPK
371.27,53.42,197.57,8.92,22.0,1207.5,Gypsum & DAP
111.37,14.83,210.79,8.55,25.6,450.3,Gypsum & DAP
196.62,58.75,201.2,5.38,23.1,1104.0,Lime & Urea
199.34,78.54,274.43,6.77,39.1,264.7,Standard Balanced NPK
110.56,65.34,366.12,7.21,30.0,1085.9,Urea (High N)
369.38,69.5,397.34,8.19,23.4,1387.0,Standard Balanced NPK
332.89,31.97,226.66,8.49,24.4,219.0,Standard Balanced NPK
126.15,29.37,348.4,7.31,16.2,263.4,Standard Balanced NPK
196.69,43.78,374.31,4.66,16.5,880.1,Lime & Urea
92.32,8.43,183.61,6.67,36.5,165.0,Standard Balanced NPK
301.28,75.9,93.48,8.48,18.4,362.3,MOP (High K)
98.55,15.78,452.6,7.71,29.3,366.3,Standard Balanced NPK
444.37,72.73,354.7,8.42,40.3,773.7,Standard Balanced NPK
362.27,11.27,341.65,7.53,26.1,447.9,DAP (High P)
206.1,66.7,76.51,4.7,25.4,765.7,Lime & Urea
281.43,16.4,418.04,8.86,41.2,829.6,Gypsum & DAP
414.54,7.86,304.72,8.63,40.9,1122.9,Gypsum & DAP
271.64,58.96,431.55,5.07,41.4,1424.4,Lime & Urea
119.8,26.02,488.55,5.01,32.2,805.2,Lime & Urea
201.48,58.59,480.7,6.93,43.6,597.0,Standard Balanced NPK
387.26,46.63,435.24,7.91,39.6,462.2,Standard Balanced NPK
307.69,13.16,54.93,6.22,27.5,988.5,Standard Balanced NPK
310.29,74.91,448.58,5.11,33.9,1420.1,Lime & Urea
396.73,38.92,83.78,6.8,18.7,1170.5,MOP (High K)
407.59,60.08,433.04,6.02,31.5,388.5,Standard Balanced NPK
417.92,42.58,176.08,6.08,22.9,1350.6,Standard Balanced NPK
87.94,50.33,324.53,7.4,23.5,1129.7,Urea (High N)
267.65,27.71,67.13,8.49,18.8,279.1,Standard Balanced NPK
346.2,20.03,397.03,7.01,25.7,1097.9,Standard Balanced NPK
352.77,45.69,100.27,7.59,29.4,505.1,MOP (High K)
292.69,38.02,234.81,7.47,33.0,788.0,Standard Balanced NPK
116.71,34.26,417.85,6.98,24.1,520.3,Urea (High N)
368.97,55.44,362.91,5.9,38.8,217.7,Standard Balanced NPK
338.04,56.79,52.72,6.2,30.6,1176.0,MOP (High K)
84.45,8.44,231.36,5.92,34.1,1260.2,Standard Balanced NPK
235.52,30.41,68.87,8.63,23.3,424.8,Gypsum & DAP
119.59,35.88,353.07,8.22,39.4,435.5,Urea (High N)
184.99,12.27,486.03,7.11,33.7,701.9,Standard Balanced NPK
57.23,22.69,344.87,8.61,40.9,1236.1,Gypsum & DAP
210.13,8.87,150.97,8.49,19.8,208.2,Standard Balanced NPK
269.95,79.72,209.85,8.67,26.4,1232.2,Gypsum & DAP
297.83,60.24,489.49,5.5,18.4,1391.8,Lime & Urea
315.4,11.56,150.82,7.73,21.5,886.1,Standard Balanced NPK
384.52,6.52,302.69,7.24,26.8,184.5,DAP (High P)
136.19,58.95,230.2,7.8,41.8,477.4,Urea (High N)
98.19,37.94,395.74,5.69,31.7,255.9,Urea (High N)
390.61,64.01,440.33,7.63,24.9,463.0,Standard Balanced NPK
112.65,74.26,203.38,6.34,37.4,1236.5,Urea (High N)
439.9,49.95,347.18,8.25,15.6,177.9,Standard Balanced NPK
387.02,19.03,297.07,8.08,26.1,497.4,DAP (High P)
250.35,63.66,175.3,5.45,33.0,823.7,Lime & Urea
442.57,76.69,172.37,5.33,32.5,1323.7,Lime & Urea
88.95,48.52,292.38,7.73,33.2,450.0,Urea (High N)
171.23,56.15,119.3,6.98,21.3,1189.7,Standard Balanced NPK
305.29,30.31,414.86,7.01,25.1,917.0,Standard Balanced NPK
190.0,33.61,81.05,7.89,42.9,1046.9,Standard Balanced NPK
421.35,60.1,92.56,8.35,44.2,1306.5,MOP (High K)
76.25,74.58,204.0,5.58,24.4,137.0,Urea (High N)
269.76,52.17,103.14,7.0,34.3,841.6,MOP (High K)
286.35,64.24,264.07,8.23,22.2,1146.1,Standard Balanced NPK
311.09,17.87,229.85,8.43,26.1,1338.4,DAP (High P)
152.27,20.9,374.81,5.79,38.8,285.8,Standard Balanced NPK
195.83,44.9,478.85,4.97,30.0,578.0,Lime & Urea
387.47,18.24,389.1,5.55,40.5,210.0,DAP (High P)
127.98,52.62,130.75,8.75,33.9,1268.9,Gypsum & DAP
380.75,26.87,470.98,6.58,33.9,1300.3,Standard Balanced NPK
275.06,64.36,226.46,6.38,16.0,777.0,Standard Balanced NPK
354.88,65.61,263.39,4.56,37.5,129.1,Lime & Urea
335.44,39.78,239.71,4.73,44.3,243.1,Lime & Urea
133.0,18.56,176.25,7.51,29.2,974.1,Standard Balanced NPK
277.53,53.51,452.77,7.15,19.8,1475.7,Standard Balanced NPK
397.09,79.46,199.51,7.09,44.3,1274.4,Standard Balanced NPK
222.85,51.69,310.37,5.0,23.7,1217.1,Lime & Urea
436.64,7.68,158.02,6.08,27.3,685.2,Standard Balanced NPK
230.89,6.3,408.82,8.16,17.3,1479.3,DAP (High P)
107.11,29.03,398.39,5.29,18.3,1255.0,Lime & Urea
205.77,19.68,183.34,8.47,21.5,569.9,Standard Balanced NPK
430.68,65.98,356.7,5.05,31.5,1147.9,Lime & Urea
177.89,68.36,366.74,5.26,31.7,705.5,Lime & Urea
397.24,24.4,303.13,6.65,33.2,1024.6,Standard Balanced NPK
402.5,29.42,320.27,8.75,32.5,1458.1,Gypsum & DAP
190.07,22.72,308.5,5.98,29.9,445.0,Standard Balanced NPK
83.3,73.13,86.84,7.46,39.1,1213.0,Standard Balanced NPK
339.82,42.7,351.62,7.15,43.0,926.5,Standard Balanced NPK
174.6,54.21,261.4,5.17,23.1,1430.0,Lime & Urea
363.17,36.16,247.31,5.62,18.9,288.2,Standard Balanced NPK
227.06,52.33,437.0,8.69,27.8,1107.6,Gypsum & DAP
244.11,33.94,60.45,5.33,15.8,152.0,Lime & Urea
361.16,30.48,163.09,7.63,41.5,445.2,Standard Balanced NPK
202.95,52.59,104.63,8.84,22.2,549.2,Gypsum & DAP
227.25,49.33,65.9,5.04,31.5,705.2,Lime & Urea
200.48,27.01,174.05,6.3,18.5,1451.4,Standard Balanced NPK
196.94,16.2,494.81,5.51,31.6,194.6,Standard Balanced NPK
260.38,32.64,171.6,5.5,16.2,336.6,Lime & Urea
373.52,36.14,348.67,5.04,38.1,384.3,Lime & Urea
194.71,52.15,103.23,7.42,43.7,693.6,Standard Balanced NPK
259.7,73.59,320.83,7.86,24.2,185.0,Standard Balanced NPK
318.29,7.71,493.02,7.55,22.7,1451.6,DAP (High P)
157.78,23.27,181.33,8.66,28.4,883.8,Gypsum & DAP
161.01,19.53,431.63,5.16,33.6,1238.6,Lime & Urea
423.37,42.67,498.91,5.94,20.7,1181.5,Standard Balanced NPK
339.41,37.23,314.85,6.05,39.1,1025.2,Standard Balanced NPK
280.87,59.68,189.23,5.54,21.0,1366.2,Standard Balanced NPK
309.09,23.18,353.09,5.14,15.2,1363.3,Lime & Urea
61.72,49.59,430.18,6.69,30.7,278.9,Urea (High N)
297.24,71.29,127.11,8.25,18.5,1362.7,MOP (High K)
253.8,73.3,253.63,8.8,35.9,833.4,Gypsum & DAP
268.3,76.91,193.63,5.08,20.0,475.3,Lime & Urea
193.77,62.99,177.51,8.2,39.5,951.9,Standard Balanced NPK
82.59,72.95,437.37,8.21,29.1,493.3,Urea (High N)
127.34,22.59,239.74,6.25,32.0,770.6,Standard Balanced NPK
430.3,19.82,202.58,5.0,20.6,1243.0,Lime & Urea
213.48,5.49,321.58,8.96,19.4,145.1,Gypsum & DAP
236.67,58.01,148.73,7.45,33.9,356.3,MOP (High K)
71.08,75.31,153.45,8.92,22.7,1439.2,Gypsum & DAP
65.03,19.02,284.13,6.68,26.6,723.1,Standard Balanced NPK
336.87,52.77,234.17,6.28,29.4,524.7,Standard Balanced NPK
265.24,60.98,182.74,5.61,21.9,1392.6,Standard Balanced NPK
253.48,74.57,74.28,8.93,38.9,1375.7,Gypsum & DAP
147.25,53.51,284.35,5.64,43.2,161.9,Urea (High N)
347.9,77.77,417.47,4.61,28.0,607.5,Lime & Urea
117.29,30.85,433.12,6.81,42.5,1378.0,Urea (High N)
125.97,31.24,155.95,6.2,41.5,351.7,Standard Balanced NPK
234.28,45.73,319.84,5.68,20.0,909.5,Standard Balanced NPK
164.51,33.76,435.15,7.36,20.2,549.1,Standard Balanced NPK
148.99,5.11,233.93,6.14,29.3,1131.2,Standard Balanced NPK
308.1,59.88,469.46,6.31,30.8,321.6,Standard Balanced NPK
310.39,61.38,456.34,4.6,25.2,934.5,Lime & Urea
379.81,61.02,143.66,7.15,24.4,100.0,MOP (High K)
217.08,30.88,166.53,5.05,27.9,453.6,Lime & Urea
79.23,44.17,131.2,5.46,35.7,327.0,Lime & Urea
159.47,32.0,138.22,7.73,17.5,393.8,Standard Balanced NPK
442.0,6.2,458.54,5.91,36.3,1304.6,DAP (High P)
288.5,47.18,469.01,5.23,42.8,1380.7,Lime & Urea
333.89,14.28,73.35,7.1,37.9,1157.0,Standard Balanced NPK
52.94,11.0,317.12,5.47,20.8,926.1,Lime & Urea
257.28,61.66,303.9,5.72,17.6,423.2,Standard Balanced NPK
65.01,5.71,225.75,7.3,29.7,484.6,Standard Balanced NPK
277.69,76.93,334.26,7.83,43.7,533.8,Standard Balanced NPK
418.31,43.64,476.32,7.83,39.6,1187.8,Standard Balanced NPK
437.37,78.73,126.61,6.67,31.9,454.0,MOP (High K)
266.22,9.35,104.18,6.54,19.3,1462.7,Standard Balanced NPK
233.28,48.76,65.03,8.04,36.4,1215.0,MOP (High K)
428.01,31.2,213.72,5.37,39.4,1499.6,Lime & Urea
319.44,68.26,201.93,5.18,43.1,742.8,Lime & Urea
75.96,32.09,243.87,7.49,33.4,925.1,Urea (High N)
236.29,24.54,276.49,6.34,30.4,492.6,Standard Balanced NPK
146.1,69.32,391.02,7.69,33.6,945.2,Urea (High N)
237.92,33.1,226.45,5.65,43.3,1463.5,Standard Balanced NPK
232.19,6.26,198.78,5.96,33.8,142.5,Standard Balanced NPK
282.86,34.27,422.1,8.54,22.7,505.0,Gypsum & DAP
192.71,54.09,432.41,6.4,34.1,493.8,Standard Balanced NPK
115.71,24.08,154.74,7.16,41.4,1475.3,Standard Balanced NPK
251.49,37.4,191.6,4.98,32.0,285.7,Lime & Urea
382.08,9.25,421.3,5.3,30.1,1237.3,Lime & Urea
315.6,49.11,85.73,4.66,37.0,484.4,Lime & Urea
185.35,61.72,196.63,6.41,34.8,1304.8,Standard Balanced NPK
424.21,36.0,251.76,8.95,16.7,782.9,Gypsum & DAP
414.88,36.52,134.18,8.43,36.8,439.2,MOP (High K)
133.74,11.62,130.96,7.35,27.2,1093.6,Complex NPK (19:19:19)
65.77,20.15,241.19,8.37,43.2,1278.2,Standard Balanced NPK
346.52,16.6,389.53,7.17,44.1,758.2,DAP (High P)
381.04,41.13,428.1,6.16,28.5,1099.6,Standard Balanced NPK
437.15,44.69,490.66,5.28,44.1,354.2,Lime & Urea
405.93,76.17,83.29,7.44,24.3,1412.7,MOP (High K)
290.21,10.49,147.51,5.37,35.5,235.0,Lime & Urea
262.02,49.99,390.48,6.38,17.3,410.7,Standard Balanced NPK
61.14,44.49,293.27,8.22,19.3,503.7,Urea (High N)
148.66,43.72,197.46,5.08,40.9,313.9,Lime & Urea
233.85,70.49,142.52,5.08,41.8,669.4,Lime & Urea
301.4,20.42,176.21,5.51,31.0,740.8,Standard Balanced NPK
272.9,8.06,243.18,6.98,25.2,826.0,DAP (High P)
347.05,55.42,129.72,5.63,28.5,157.1,MOP (High K)
161.91,30.89,483.9,6.76,41.1,406.7,Standard Balanced NPK
275.98,6.32,98.41,5.86,21.3,1230.9,Standard Balanced NPK
85.26,23.85,493.51,6.78,23.8,1234.8,Standard Balanced NPK
215.47,28.2,428.85,5.75,38.6,562.0,Standard Balanced NPK
350.06,51.26,240.42,8.91,43.1,745.6,Gypsum & DAP
327.36,17.94,382.92,6.72,17.8,356.8,DAP (High P)
446.26,35.98,352.18,7.85,39.1,1251.0,Standard Balanced NPK
161.16,41.19,145.98,7.65,34.4,1439.4,Standard Balanced NPK
249.28,39.44,202.58,6.71,21.9,507.9,Standard Balanced NPK
181.81,78.05,280.91,5.57,37.7,1194.7,Standard Balanced NPK
226.24,8.41,337.03,6.8,36.8,593.3,DAP (High P)
392.78,76.32,294.3,7.56,19.3,103.7,Standard Balanced NPK
323.68,48.65,262.84,6.57,30.1,939.6,Standard Balanced NPK
402.98,64.68,249.42,4.87,37.7,674.6,Lime & Urea
131.4,37.28,274.22,4.58,20.7,1161.8,Lime & Urea
399.34,39.04,245.46,5.98,28.9,1148.3,Standard Balanced NPK
73.9,70.95,293.6,5.18,18.6,1424.4,Lime & Urea
405.44,72.2,449.59,8.58,24.2,712.9,Gypsum & DAP
181.63,22.9,334.77,5.29,21.5,775.5,Lime & Urea
175.84,19.94,375.18,6.27,30.2,660.6,Standard Balanced NPK
254.84,42.22,318.87,7.7,19.2,515.7,Standard Balanced NPK
426.28,72.52,339.36,8.17,26.5,993.0,Standard Balanced NPK
69.11,29.18,310.26,6.65,23.3,1259.3,Standard Balanced NPK
190.89,53.9,62.09,5.32,37.4,320.9,Lime & Urea
392.63,58.11,499.82,5.72,36.0,1474.6,Standard Balanced NPK
208.42,63.4,65.12,6.39,17.8,1057.3,MOP (High K)
129.66,47.29,227.82,6.14,43.6,1192.2,Urea (High N)
219.92,35.18,97.3,6.07,37.3,1498.4,MOP (High K)
204.22,77.53,93.62,5.09,33.5,805.6,Lime & Urea
416.17,50.85,407.09,8.61,29.3,199.8,Gypsum & DAP
354.77,59.64,241.67,4.63,20.3,1206.4,Lime & Urea
252.05,30.87,410.51,6.48,43.9,1319.1,Standard Balanced NPK
445.35,55.25,172.75,8.91,15.2,327.4,Gypsum & DAP
236.11,24.33,165.41,7.47,35.8,133.8,Standard Balanced NPK
73.3,23.38,163.05,6.1,30.2,290.2,Standard Balanced NPK
154.91,58.6,327.27,5.16,42.1,553.6,Lime & Urea
224.43,44.1,416.75,8.84,26.4,1394.0,Gypsum & DAP
112.76,56.25,253.52,4.56,30.6,103.5,Lime & Urea
429.03,25.21,220.66,7.57,37.3,1225.3,Standard Balanced NPK
356.74,49.9,488.11,8.46,16.4,1296.8,Standard Balanced NPK
157.31,38.3,102.54,4.61,16.6,1235.5,Lime & Urea
286.32,49.77,268.98,7.76,21.4,215.1,Standard Balanced NPK
338.58,26.82,233.82,8.99,19.4,1050.9,Gypsum & DAP
426.51,58.66,94.16,7.38,15.2,1435.5,MOP (High K)
402.65,65.44,170.69,6.37,33.7,268.5,Standard Balanced NPK
256.08,24.49,62.8,8.43,38.9,144.4,Standard Balanced NPK
359.86,27.55,444.63,6.99,43.7,1323.1,Standard Balanced NPK
274.86,54.59,323.53,7.87,28.2,1002.9,Standard Balanced NPK
271.08,57.17,416.76,7.15,23.4,1005.0,Standard Balanced NPK
95.9,57.81,284.7,4.67,40.9,1450.2,Lime & Urea
100.46,56.2,319.78,5.46,40.3,1177.7,Lime & Urea
261.81,34.46,365.38,4.85,33.7,656.4,Lime & Urea
157.54,34.61,458.61,4.98,23.2,710.2,Lime & Urea
58.41,24.11,91.29,4.57,42.3,302.6,Lime & Urea
339.14,16.76,198.93,6.4,20.4,525.7,Standard Balanced NPK
